"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Summary statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Manitoba","2016A000246","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920231","8.1.2","422.9","","","","1"
"2015","Manitoba","2016A000246","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920232","8.1.3","219.3","","","","1"
"2015","Manitoba","2016A000246","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920233","8.1.4","10.8","","","","1"
"2015","Saskatchewan","2016A000247","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920234","9.1.1","990.9","","","","1"
"2015","Saskatchewan","2016A000247","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920235","9.1.2","825.4","","","","1"
"2015","Saskatchewan","2016A000247","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920236","9.1.3","335.7","","","","1"
"2015","Saskatchewan","2016A000247","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920237","9.1.4","16.7","","","","1"
"2015","Alberta","2016A000248","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920238","10.1.1","11511.1","","","","1"
"2015","Alberta","2016A000248","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920239","10.1.2","10584.0","","","","1"
"2015","Alberta","2016A000248","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920240","10.1.3","3502.5","","","","1"
"2015","Alberta","2016A000248","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920241","10.1.4","8.1","","","","1"
"2015","British Columbia","2016A000259","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920242","11.1.1","4036.3","","","","1"
"2015","British Columbia","2016A000259","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920243","11.1.2","3684.2","","","","1"
"2015","British Columbia","2016A000259","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920244","11.1.3","1916.3","","","","1"
"2015","British Columbia","2016A000259","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920245","11.1.4","8.7","","","","1"
"2015","Yukon","2016A000260","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920246","12.1.1","34.2","","","","1"
"2015","Yukon","2016A000260","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920247","12.1.2","24.6","","","","1"
"2015","Yukon","2016A000260","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920248","12.1.3","9.3","","","","1"
"2015","Yukon","2016A000260","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920249","12.1.4","28.1","","","","1"
"2015","Northwest Territories","2016A000261","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920250","13.1.1","31.2","","","","1"
"2015","Northwest Territories","2016A000261","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920251","13.1.2","22.0","","","","1"
"2015","Northwest Territories","2016A000261","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920252","13.1.3","9.3","","","","1"
"2015","Northwest Territories","2016A000261","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920253","13.1.4","29.7","","","","1"
"2015","Nunavut","2016A000262","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920254","14.1.1","","x","","","1"
"2015","Nunavut","2016A000262","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920255","14.1.2","","x","","","1"
"2015","Nunavut","2016A000262","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920256","14.1.3","","x","","","1"
"2015","Nunavut","2016A000262","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920257","14.1.4","","x","","","1"
"2016","Canada","2016A000011124","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920202","1.1.1","29295.7","","","","1"
"2016","Canada","2016A000011124","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920203","1.1.2","27032.4","","","","1"
"2016","Canada","2016A000011124","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920204","1.1.3","12249.3","","","","1"
"2016","Canada","2016A000011124","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920205","1.1.4","7.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920206","2.1.1","666.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920207","2.1.2","670.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920208","2.1.3","379.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920209","2.1.4","-0.6","","","","1"
"2016","Prince Edward Island","2016A000211","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920210","3.1.1","","x","","","1"
"2016","Prince Edward Island","2016A000211","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920211","3.1.2","16.7","","","","1"
"2016","Prince Edward Island","2016A000211","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920212","3.1.3","","x","","","1"
"2016","Prince Edward Island","2016A000211","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920213","3.1.4","","x","","","1"
"2016","Nova Scotia","2016A000212","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920214","4.1.1","389.3","","","","1"
"2016","Nova Scotia","2016A000212","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920215","4.1.2","338.6","","","","1"
"2016","Nova Scotia","2016A000212","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920216","4.1.3","177.3","","","","1"
"2016","Nova Scotia","2016A000212","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920217","4.1.4","13.0","","","","1"
"2016","New Brunswick","2016A000213","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920218","5.1.1","256.5","","","","1"
"2016","New Brunswick","2016A000213","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920219","5.1.2","234.1","","","","1"
"2016","New Brunswick","2016A000213","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920220","5.1.3","131.7","","","","1"
"2016","New Brunswick","2016A000213","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920221","5.1.4","8.7","","","","1"
"2016","Quebec","2016A000224","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920222","6.1.1","4290.6","","","","1"
"2016","Quebec","2016A000224","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920223","6.1.2","4037.5","","","","1"
"2016","Quebec","2016A000224","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920224","6.1.3","2076.0","","","","1"
"2016","Quebec","2016A000224","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920225","6.1.4","5.9","","","","1"
"2016","Ontario","2016A000235","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920226","7.1.1","8328.6","","","","1"
"2016","Ontario","2016A000235","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920227","7.1.2","7494.4","","","","1"
"2016","Ontario","2016A000235","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920228","7.1.3","3655.0","","","","1"
"2016","Ontario","2016A000235","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920229","7.1.4","10.0","","","","1"
"2016","Manitoba","2016A000246","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920230","8.1.1","626.4","","","","1"
"2016","Manitoba","2016A000246","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920231","8.1.2","537.4","","","","1"
"2016","Manitoba","2016A000246","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920232","8.1.3","252.6","","","","1"
"2016","Manitoba","2016A000246","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920233","8.1.4","14.2","","","","1"
"2016","Saskatchewan","2016A000247","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920234","9.1.1","668.9","","","","1"
"2016","Saskatchewan","2016A000247","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920235","9.1.2","575.6","","","","1"
"2016","Saskatchewan","2016A000247","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920236","9.1.3","296.3","","","","1"
"2016","Saskatchewan","2016A000247","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920237","9.1.4","13.9","","","","1"
"2016","Alberta","2016A000248","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920238","10.1.1","9987.6","","","","1"
"2016","Alberta","2016A000248","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920239","10.1.2","9521.3","","","","1"
"2016","Alberta","2016A000248","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920240","10.1.3","3494.4","","","","1"
"2016","Alberta","2016A000248","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920241","10.1.4","4.7","","","","1"
"2016","British Columbia","2016A000259","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920242","11.1.1","3997.5","","","","1"
"2016","British Columbia","2016A000259","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920243","11.1.2","3558.2","","","","1"
"2016","British Columbia","2016A000259","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920244","11.1.3","1756.7","","","","1"
"2016","British Columbia","2016A000259","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920245","11.1.4","11.0","","","","1"
"2016","Yukon","2016A000260","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920246","12.1.1","30.2","","","","1"
"2016","Yukon","2016A000260","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920247","12.1.2","21.3","","","","1"
"2016","Yukon","2016A000260","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920248","12.1.3","9.8","","","","1"
"2016","Yukon","2016A000260","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920249","12.1.4","29.5","","","","1"
"2016","Northwest Territories","2016A000261","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920250","13.1.1","33.2","","","","1"
"2016","Northwest Territories","2016A000261","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920251","13.1.2","25.6","","","","1"
"2016","Northwest Territories","2016A000261","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920252","13.1.3","10.6","","","","1"
"2016","Northwest Territories","2016A000261","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920253","13.1.4","22.8","","","","1"
"2016","Nunavut","2016A000262","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920254","14.1.1","","x","","","1"
"2016","Nunavut","2016A000262","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920255","14.1.2","1.4","","","","1"
"2016","Nunavut","2016A000262","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920256","14.1.3","","x","","","1"
"2016","Nunavut","2016A000262","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920257","14.1.4","","x","","","1"
"2017","Canada","2016A000011124","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920202","1.1.1","28141.0","","","","1"
"2017","Canada","2016A000011124","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920203","1.1.2","25294.1","","","","1"
"2017","Canada","2016A000011124","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920204","1.1.3","11484.3","","","","1"
"2017","Canada","2016A000011124","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920205","1.1.4","10.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920206","2.1.1","572.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920207","2.1.2","539.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920208","2.1.3","265.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920209","2.1.4","5.8","","","","1"
"2017","Prince Edward Island","2016A000211","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920210","3.1.1","","x","","","1"
"2017","Prince Edward Island","2016A000211","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920211","3.1.2","","x","","","1"
"2017","Prince Edward Island","2016A000211","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920212","3.1.3","8.5","","","","1"
"2017","Prince Edward Island","2016A000211","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920213","3.1.4","","x","","","1"
"2017","Nova Scotia","2016A000212","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920214","4.1.1","421.9","","","","1"
"2017","Nova Scotia","2016A000212","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920215","4.1.2","353.3","","","","1"
"2017","Nova Scotia","2016A000212","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920216","4.1.3","198.0","","","","1"
"2017","Nova Scotia","2016A000212","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920217","4.1.4","16.3","","","","1"
"2017","New Brunswick","2016A000213","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920218","5.1.1","248.3","","","","1"
"2017","New Brunswick","2016A000213","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920219","5.1.2","227.5","","","","1"
"2017","New Brunswick","2016A000213","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920220","5.1.3","138.9","","","","1"
"2017","New Brunswick","2016A000213","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920221","5.1.4","8.4","","","","1"
"2017","Quebec","2016A000224","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920222","6.1.1","4575.7","","","","1"
"2017","Quebec","2016A000224","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920223","6.1.2","4319.9","","","","1"
"2017","Quebec","2016A000224","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920224","6.1.3","2212.2","","","","1"
"2017","Quebec","2016A000224","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920225","6.1.4","5.6","","","","1"
"2017","Ontario","2016A000235","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920226","7.1.1","8932.7","","","","1"
"2017","Ontario","2016A000235","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920227","7.1.2","7945.1","","","","1"
"2017","Ontario","2016A000235","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920228","7.1.3","3694.4","","","","1"
"2017","Ontario","2016A000235","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920229","7.1.4","11.1","","","","1"
"2017","Manitoba","2016A000246","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920230","8.1.1","539.7","","","","1"
"2017","Manitoba","2016A000246","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920231","8.1.2","605.3","","","","1"
"2017","Manitoba","2016A000246","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920232","8.1.3","335.4","","","","1"
"2017","Manitoba","2016A000246","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920233","8.1.4","-12.1","","","","1"
"2017","Saskatchewan","2016A000247","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920234","9.1.1","608.6","","","","1"
"2017","Saskatchewan","2016A000247","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920235","9.1.2","514.6","","","","1"
"2017","Saskatchewan","2016A000247","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920236","9.1.3","285.4","","","","1"
"2017","Saskatchewan","2016A000247","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920237","9.1.4","15.4","","","","1"
"2017","Alberta","2016A000248","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920238","10.1.1","8071.5","","","","1"
"2017","Alberta","2016A000248","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920239","10.1.2","7252.2","","","","1"
"2017","Alberta","2016A000248","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920240","10.1.3","2620.3","","","","1"
"2017","Alberta","2016A000248","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920241","10.1.4","10.2","","","","1"
"2017","British Columbia","2016A000259","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920242","11.1.1","4100.4","","","","1"
"2017","British Columbia","2016A000259","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920243","11.1.2","3481.4","","","","1"
"2017","British Columbia","2016A000259","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920244","11.1.3","1710.0","","","","1"
"2017","British Columbia","2016A000259","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920245","11.1.4","15.1","","","","1"
"2017","Yukon","2016A000260","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920246","12.1.1","19.8","","","","1"
"2017","Yukon","2016A000260","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920247","12.1.2","16.9","","","","1"
"2017","Yukon","2016A000260","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920248","12.1.3","","x","","","1"
"2017","Yukon","2016A000260","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920249","12.1.4","14.8","","","","1"
"2017","Northwest Territories","2016A000261","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920250","13.1.1","28.8","","","","1"
"2017","Northwest Territories","2016A000261","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920251","13.1.2","22.2","","","","1"
"2017","Northwest Territories","2016A000261","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920252","13.1.3","8.9","","","","1"
"2017","Northwest Territories","2016A000261","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920253","13.1.4","22.8","","","","1"
"2017","Nunavut","2016A000262","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920254","14.1.1","","x","","","1"
"2017","Nunavut","2016A000262","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920255","14.1.2","","x","","","1"
"2017","Nunavut","2016A000262","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920256","14.1.3","","x","","","1"
"2017","Nunavut","2016A000262","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920257","14.1.4","","x","","","1"
"2018","Canada","2016A000011124","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920202","1.1.1","28997.3","","","","1"
"2018","Canada","2016A000011124","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920203","1.1.2","26205.3","","","","1"
"2018","Canada","2016A000011124","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920204","1.1.3","12425.8","","","","1"
"2018","Canada","2016A000011124","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920205","1.1.4","9.6","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920206","2.1.1","520.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920207","2.1.2","493.2","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920208","2.1.3","242.3","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920209","2.1.4","5.3","","","","1"
"2018","Prince Edward Island","2016A000211","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920210","3.1.1","","x","","","1"
"2018","Prince Edward Island","2016A000211","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920211","3.1.2","","x","","","1"
"2018","Prince Edward Island","2016A000211","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920212","3.1.3","9.7","","","","1"
"2018","Prince Edward Island","2016A000211","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920213","3.1.4","","x","","","1"
"2018","Nova Scotia","2016A000212","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920214","4.1.1","459.7","","","","1"
"2018","Nova Scotia","2016A000212","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920215","4.1.2","375.1","","","","1"
"2018","Nova Scotia","2016A000212","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920216","4.1.3","202.2","","","","1"
"2018","Nova Scotia","2016A000212","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920217","4.1.4","18.4","","","","1"
"2018","New Brunswick","2016A000213","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920218","5.1.1","323.1","","","","1"
"2018","New Brunswick","2016A000213","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920219","5.1.2","265.9","","","","1"
"2018","New Brunswick","2016A000213","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920220","5.1.3","154.0","","","","1"
"2018","New Brunswick","2016A000213","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920221","5.1.4","17.7","","","","1"
"2018","Quebec","2016A000224","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920222","6.1.1","5530.2","","","","1"
"2018","Quebec","2016A000224","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920223","6.1.2","5074.4","","","","1"
"2018","Quebec","2016A000224","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920224","6.1.3","2422.1","","","","1"
"2018","Quebec","2016A000224","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920225","6.1.4","8.2","","","","1"
"2018","Ontario","2016A000235","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920226","7.1.1","9917.7","","","","1"
"2018","Ontario","2016A000235","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920227","7.1.2","9245.5","","","","1"
"2018","Ontario","2016A000235","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920228","7.1.3","4470.4","","","","1"
"2018","Ontario","2016A000235","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920229","7.1.4","6.8","","","","1"
"2018","Manitoba","2016A000246","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920230","8.1.1","653.8","","","","1"
"2018","Manitoba","2016A000246","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920231","8.1.2","509.6","","","","1"
"2018","Manitoba","2016A000246","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920232","8.1.3","238.3","","","","1"
"2018","Manitoba","2016A000246","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920233","8.1.4","22.1","","","","1"
"2018","Saskatchewan","2016A000247","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920234","9.1.1","572.1","","","","1"
"2018","Saskatchewan","2016A000247","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920235","9.1.2","496.3","","","","1"
"2018","Saskatchewan","2016A000247","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920236","9.1.3","276.1","","","","1"
"2018","Saskatchewan","2016A000247","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920237","9.1.4","13.3","","","","1"
"2018","Alberta","2016A000248","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920238","10.1.1","6349.7","","","","1"
"2018","Alberta","2016A000248","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920239","10.1.2","5738.3","","","","1"
"2018","Alberta","2016A000248","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920240","10.1.3","2521.3","","","","1"
"2018","Alberta","2016A000248","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920241","10.1.4","9.6","","","","1"
"2018","British Columbia","2016A000259","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920242","11.1.1","4568.7","","","","1"
"2018","British Columbia","2016A000259","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920243","11.1.2","3936.9","","","","1"
"2018","British Columbia","2016A000259","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920244","11.1.3","1874.7","","","","1"
"2018","British Columbia","2016A000259","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920245","11.1.4","13.8","","","","1"
"2018","Yukon","2016A000260","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920246","12.1.1","26.6","","","","1"
"2018","Yukon","2016A000260","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920247","12.1.2","20.3","","","","1"
"2018","Yukon","2016A000260","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920248","12.1.3","7.6","","","","1"
"2018","Yukon","2016A000260","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920249","12.1.4","23.6","","","","1"
"2018","Northwest Territories","2016A000261","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920250","13.1.1","50.2","","","","1"
"2018","Northwest Territories","2016A000261","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920251","13.1.2","29.5","","","","1"
"2018","Northwest Territories","2016A000261","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920252","13.1.3","","x","","","1"
"2018","Northwest Territories","2016A000261","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920253","13.1.4","41.3","","","","1"
"2018","Nunavut","2016A000262","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920254","14.1.1","","x","","","1"
"2018","Nunavut","2016A000262","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920255","14.1.2","","x","","","1"
"2018","Nunavut","2016A000262","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920256","14.1.3","","x","","","1"
"2018","Nunavut","2016A000262","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920257","14.1.4","","x","","","1"
"2019","Canada","2016A000011124","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920202","1.1.1","33153.1","","","","1"
"2019","Canada","2016A000011124","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920203","1.1.2","29813.0","","","","1"
"2019","Canada","2016A000011124","Engineering services [54133]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v99920204","1.1.3","14198.7","","","","1"
"2019","Canada","2016A000011124","Engineering services [54133]","Operating profit margin","Percent","239","units","0","v99920205","1.1.4","10.1","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating revenue","Dollars","81","millions","6","v99920206","2.1.1","626.2","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Engineering services [54133]","Operating expenses","Dollars","81","millions","6","v99920207","2.1.2","586.0","","","","1"
